CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF,Id
,oficina de estudios de posgrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de estudios de posgrado,,,
,oficina de gestion de la investigacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de gestion de la investigacion,,,
,oficina de granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de granada,,,
,oficina de oviedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de oviedo,,,
,oficina de proyectos europeos e internacionales operum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de proyectos europeos e internacionales operum,,,
,oficina de proyectos europeos opect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de proyectos europeos opect,,,
,oficina de proyectos europeos oper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de proyectos europeos oper,,,
,oficina de proyectos internacionales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de proyectos internacionales,,,
,oficina de proyectos internacionales ofipi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de proyectos internacionales ofipi,,,
,oficina de sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de sevilla,,,
,oficina de transferencia de resultados de investigacion otri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de transferencia de resultados de investigacion otri,,,
,oficina de zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de zaragoza,,,
,oficina transferencia de resultados de investigacion otri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina transferencia de resultados de investigacion otri,,,
,olmedo de cobeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olmedo de cobeta,,,
,optica y optometria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optica y optometria,,,
,oregon state university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oregon state university,,,
,oslo university hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oslo university hospital,,,
,otri universidad de jaen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otri universidad de jaen,,,
,otri universidad granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otri universidad granada,,,
,otri universidad jaen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otri universidad jaen,,,
,otro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otro,,,
,oxford brookes university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oxford brookes university,,,
,oxford brooks university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oxford brooks university,,,
,oxford university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oxford university,,,
,oxstalls campus school of sport and exercise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oxstalls campus school of sport and exercise,,,
,palacky university olomouc faculty of physical culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palacky university olomouc faculty of physical culture,,,
,paraninfo de la universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paraninfo de la universidad de murcia,,,
,paraninfo de la universidad de zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paraninfo de la universidad de zaragoza,,,
,parc cientific de barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parc cientific de barcelona,,,
,parc de recerca biomedica de barcelona departamento de ciencias experimentales y de la salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parc de recerca biomedica de barcelona departamento de ciencias experimentales y de la salud,,,
,paris dauphine university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paris dauphine university,,,
,parque b tec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parque b tec,,,
,parque cientifico tecnologico de castilla la mancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parque cientifico tecnologico de castilla la mancha,,,
,parque cientifico y tecnologico de castilla la mancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parque cientifico y tecnologico de castilla la mancha,,,
,parque de investigacion biomedica de barcelona prbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parque de investigacion biomedica de barcelona prbb,,,
,pattern recognition and human language technologies prhlt research center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pattern recognition and human language technologies prhlt research center,,,
,paul scherrer institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paul scherrer institute,,,
,pediatrics exercise and genomics research center perc uc irvine school of medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pediatrics exercise and genomics research center perc uc irvine school of medicine,,,
,penas de san pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penas de san pedro,,,
,penn state hershey college of medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penn state hershey college of medicine,,,
,perimeter institute for theoretical physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perimeter institute for theoretical physics,,,
,physikalisches institut 3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physikalisches institut 3a,,,
,physiological controls research center physcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physiological controls research center physcon,,,
,physis research group in analytic metaphysics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physis research group in analytic metaphysics,,,
,pianno 39 woman s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pianno 39 woman s l,,,
,pixelder s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pixelder s l,,,
,pixelder sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pixelder sl,,,
,planta tecnica del ciba centro de investigacion biomedica de aragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,planta tecnica del ciba centro de investigacion biomedica de aragon,,,
,plataforma de genomica y bioinformatica de andalucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plataforma de genomica y bioinformatica de andalucia,,,
,plataforma de genomica y bioinformatica de andalucia gbpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plataforma de genomica y bioinformatica de andalucia gbpa,,,
,plataforma oceanica de canarias plocan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plataforma oceanica de canarias plocan,,,
,plataforma solar de almeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plataforma solar de almeria,,,
,plataforma solar de almeria ciemat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plataforma solar de almeria ciemat,,,
,plentziako itsas estazioa estacion marina de plentzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentziako itsas estazioa estacion marina de plentzia,,,
,plentziako itsas estazioa estacion marina de plentzia plentziako itsas estazioa estacion marina de plentzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plentziako itsas estazioa estacion marina de plentzia plentziako itsas estazioa estacion marina de plentzia,,,
,poblete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poblete,,,
,poblete ciudad real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poblete ciudad real,,,
,polis the jerusalem institute of languages and humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polis the jerusalem institute of languages and humanities,,,
,polish academy of sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polish academy of sciences,,,
,politecnica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnica,,,
,politecnica de cartagena upct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnica de cartagena upct,,,
,politecnico de milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnico de milano,,,
,politecnico di bari provincia apulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnico di bari provincia apulia,,,
,politecnico di milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnico di milano,,,
,politecnico di torino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnico di torino,,,
,politecnico milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politecnico milano,,,
,pontificia universidad catolica de chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pontificia universidad catolica de chile,,,
,pontificia universidad catolica de valparaiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pontificia universidad catolica de valparaiso,,,
,pontificia universidad catolica del peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pontificia universidad catolica del peru,,,
,postcollita fisiologia postcollita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,postcollita fisiologia postcollita,,,
,postcollita tecnologia postcollita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,postcollita tecnologia postcollita,,,
,pprime institute universite de poitiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pprime institute universite de poitiers,,,
,princess margaret cancer centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,princess margaret cancer centre,,,
,princeton university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,princeton university,,,
,pro2tecs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pro2tecs,,,
,procesos geoambientales y cambio global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,procesos geoambientales y cambio global,,,
,procesos psicologicos basicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,procesos psicologicos basicos,,,
,produccion de rumiantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,produccion de rumiantes,,,
,proteccio vegetal sostenible entomologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proteccio vegetal sostenible entomologia,,,
,proteccio vegetal sostenible patologia postcollita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proteccio vegetal sostenible patologia postcollita,,,
,proteccio vegetal sostenible patologia vegetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proteccio vegetal sostenible patologia vegetal,,,
,proteccion vegetal sostenible cabrils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proteccion vegetal sostenible cabrils,,,
,proyecto krytonita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proyecto krytonita,,,
,psicologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologia,,,
,psicologia sociologia y filosofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologia sociologia y filosofia,,,
,puerta de hierro i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puerta de hierro i,,,
,puerta de hierro ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puerta de hierro ii,,,
,punt sistemes s l u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,punt sistemes s l u,,,
,purdue polytechnic institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purdue polytechnic institute,,,
,purdue university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purdue university,,,
,q0718001a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q0718001a,,,
,q28180021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q28180021,,,
,qmc tecnologia quimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmc tecnologia quimica,,,
,qualitat del producte qualitat en aliments d origen animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qualitat del producte qualitat en aliments d origen animal,,,
,queen mary university of london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queen mary university of london,,,
,queen s university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queen s university,,,
,queen s university belfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queen s university belfast,,,
,queens medical centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queens medical centre,,,
,queensland university of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queensland university of technology,,,
,quimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica,,,
,quimica analitica y materiales qaym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica analitica y materiales qaym,,,
,quimica e ingenieria de procesos y recursos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica e ingenieria de procesos y recursos,,,
,quimica enginyeria agroalimentaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica enginyeria agroalimentaria,,,
,quimica grup quimica supramolecualr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica grup quimica supramolecualr,,,
,quimica inorganica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica inorganica,,,
,quimica supramol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica supramol,,,
,quimica y fisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quimica y fisica,,,
,qumica enginyeria alimentaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qumica enginyeria alimentaria,,,
,radboud university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radboud university,,,
,radboud university medical center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radboud university medical center,,,
,reacmol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reacmol,,,
,real academia medicina aula cajamurcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real academia medicina aula cajamurcia,,,
,real colegio complutense david rockefeller center for latin american studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real colegio complutense david rockefeller center for latin american studies,,,
,real jardin botanico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real jardin botanico,,,
,real jardin botanico consejo superior de investigaciones cientificas csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real jardin botanico consejo superior de investigaciones cientificas csic,,,
,real jardin botanico de madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real jardin botanico de madrid,,,
,real jardin botanico de madrid csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real jardin botanico de madrid csic,,,
,real jardin botanico rjb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real jardin botanico rjb,,,
,real jardin botanico rjb csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,real jardin botanico rjb csic,,,
,rechtswissenschaftliche fakultat centrum fur europaisches privatrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rechtswissenschaftliche fakultat centrum fur europaisches privatrecht,,,
,recumare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recumare,,,
,recursos marinos renovables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recursos marinos renovables,,,
,regenerative medicine research institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regenerative medicine research institute,,,
,remote sensing laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remote sensing laboratory,,,
,rensma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rensma,,,
,reproduccion animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reproduccion animal,,,
,research centre for operations research and business statistics orstat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research centre for operations research and business statistics orstat,,,
,research centre for romance linguistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research centre for romance linguistics,,,
,research centre for viticulture and enology branch of gorizia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research centre for viticulture and enology branch of gorizia,,,
,research group in computational linguistics rgcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research group in computational linguistics rgcl,,,
,research institute clue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research institute clue,,,
,research institute for electronic science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research institute for electronic science,,,
,research institute for the conservation of mediterranean wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research institute for the conservation of mediterranean wetlands,,,
,research school of biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research school of biology,,,
,reseau odysseus network universidad libre de bruselas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reseau odysseus network universidad libre de bruselas,,,
,rheinische friedrich wilhelms universitat bonn universidad de bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rheinische friedrich wilhelms universitat bonn universidad de bonn,,,
,riba de saelices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riba de saelices,,,
,ricardo insausti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ricardo insausti,,,
,ritsumeikan university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritsumeikan university,,,
,robert koch institut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robert koch institut,,,
,robotnik automation sll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robotnik automation sll,,,
,rochester institute of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rochester institute of technology,,,
,romanisches seminar der universitat zurich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,romanisches seminar der universitat zurich,,,
,rose f kennedy center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rose f kennedy center,,,
,royal holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal holloway,,,
,royal holloway university of london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal holloway university of london,,,
,royal institute of technology kth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royal institute of technology kth,,,
,rutgers university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rutgers university,,,
,saelices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saelices,,,
,sahlgrenska academy at the university of gothenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sahlgrenska academy at the university of gothenburg,,,
,salk institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salk institute,,,
,salon actos campus de espinardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salon actos campus de espinardo,,,
,salon de actos del hospital general universitario reina sofia murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salon de actos del hospital general universitario reina sofia murcia,,,
,salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salud,,,
,san diego state university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,san diego state university,,,
,san martin de montalban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,san martin de montalban,,,
,sanchez de leon berenguer s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanchez de leon berenguer s l,,,
,sanford research center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanford research center,,,
,sanidad acuicola gan ganaderia y pesca fcpct ulpgc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanidad acuicola gan ganaderia y pesca fcpct ulpgc,,,
,sanidad animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanidad animal,,,
,sapienza universita di roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sapienza universita di roma,,,
,sat 9993 allium prodiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sat 9993 allium prodiber,,,
,savona campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,savona campus,,,
,school of arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of arts,,,
,school of arts and social sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of arts and social sciences,,,
,school of arts design and architecture aalto university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of arts design and architecture aalto university,,,
,school of biosciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of biosciences,,,
,school of chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of chemistry,,,
,school of chemistry and chemical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of chemistry and chemical engineering,,,
,school of chemistry food and farmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of chemistry food and farmacy,,,
,school of computing sciences university of east anglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of computing sciences university of east anglia,,,
,school of economics and business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of economics and business,,,
,school of education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of education,,,
,school of education facultad de educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of education facultad de educacion,,,
,school of engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of engineering,,,
,school of engineering and applied science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of engineering and applied science,,,
,school of english,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of english,,,
,school of envirnomental engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of envirnomental engineering,,,
,school of food science and nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of food science and nutrition,,,
,school of health and social care southend campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of health and social care southend campus,,,
,school of health sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of health sciences,,,
,school of history classics archaeology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of history classics archaeology,,,
,school of interdisciplinary studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of interdisciplinary studies,,,
,school of languages linguistics and film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of languages linguistics and film,,,
,school of law and social justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of law and social justice,,,
,school of life and environmental sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school of life and environmental sciences,,,
